word,sum of current price,occurence
刺癢,200252,2
暖冬,151280,2
送洗,151280,2
心肝,564240,2
騷癢,104660,2
保暖度,160740,2
柔軟精,4700497,2
貓砂盆,8838193,2
小黑,9209005,2
大便,6763853,2
排尿,5867783,2
排便,8903440,2
判斷,7752351,2
黃金期,6013583,2
獸醫院,5990563,2
興旺,5932243,2
腎衰竭,5990563,2
泌尿道,5927624,2
判讀,5822763,2
看診,5833263,2
長型,5825763,2
大展,6825243,2
長相,5865763,2
難民,64250,2
家扶,200895,2
分享會,17736638,2
食宿,478650,2
他國,11607106,2
金援,62450,2
輟學,220850,2
消息,81980,2
養育,75850,2
戰亂,1248550,2
阿拉伯,13568053,2
移民,86880,2
說讚,90850,2
賺錢,505650,2
旨在,515470,2
受限於,407200,2
耐心,1010540,2
共創,147590,2
生菌數,172747,2
抗菌值,2186751,2
規範值,158759,2
親愛,255440,2
電磁爐,8621334,2
靜止,356720,2
俱樂部,426017,2
檳榔盒,752760,2
鄉鎮,3648161,2
份子,403941,2
台派,806432,2
書刊,436061,2
帆布包,1469881,2
美女,519609,2
專欄,930656,2
旅行枕,4737509,2
午休,5644397,2
小憩,4356401,2
小睡,4533346,2
根本,4300531,2
突破,5848021,2
雙十,6700771,2
看看,4526756,2
扭到,19506114,2
執念,4299271,2
邑碩,30962111,2
患有,4345401,2
客運,4692312,2
得出,5157881,2
慢性病,24328,2
高考,17794,2
白飯,346985,2
高血壓,840270,2
無糖,29028,2
國人,475610,2
豆漿,573050,2
雞油,520560,2
諮詢師,17794,2
蝦仁,2956100,2
肉絲,161934,2
脂質,721250,2
開刀,16190,2
商城,88353,2
薪資,66000,2
承攬,205400,2
附近,110190,2
雇主,159900,2
存證,255280,2
收回,1758432,2
雙方,6440,2
被子,120640,2
百分之,1231606,2
填充物,144669,2
打噴嚏,21108806,2
驚見,106260,2
無蟎,1788380,2
座右銘,1190437,2
紅疹,314221,2
毛細,204410,2
跑出來,305310,2
洗衣粉,122050,2
外罩,122050,2
直曬,122050,2
打滾,2269430,2
毯子,1234151,2
黑點,275670,2
濕冷,707223,2
冬日,120640,2
獎盃,134470,2
硬印,340933,2
調和,186028,2
頂面,4287253,2
溪流,822358,2
粉嫩,359796,2
提款,70490,2
流下,70060,2
瀑布,121360,2
蜂窩,938420,2
精雕細琢,870027,2
花瓣,351080,2
修整,87560,2
做出來,92340,2
填滿,105860,2
伯熱,117420,2
音悅,117420,2
臺中,656350,2
貴人,49500,2
慷慨,223410,2
總召,25000,2
築起,470000,2
感激,49500,2
照亮,32392,2
肚子,146220,2
粉絲,500,2
言論,19911440,2
雜誌社,408381,2
戰役,1503691,2
專書,2856191,2
二二八,1274149,2
國小民,19911440,2
總預算,404991,2
上車,930206,2
紀念日,1153151,2
根基,506433,2
交棒,63660,2
作夢,63660,2
小幫手,109950,2
撒約,201900,2
三宇,63660,2
除臭劑,997026,2
磁碟機,2871396,2
安排好,49150,2
光子,68306,2
栽進,63660,2
水溝,448800,2
隊員,382520,2
二氧化鈦,241849,2
刺繡,448771,2
旅伴,796271,2
箱殼,5479231,2
準備好,7242963,2
行李秤,515387,2
流露出,393541,2
謙卑,470637,2
茫茫,2149403,2
購得,972427,2
黑亮,508951,2
折價,488791,2
桃紅,403621,2
千篇一律,392471,2
迷茫,392871,2
李箱,439141,2
安檢,776841,2
奶瓶,1978280,2
杯底,5758303,2
調溫,1886039,2
冷掉,9925823,2
踴躍,2105049,2
臺中市,1464879,2
光合作用,3060830,2
抗敏,3023629,2
臭源,3235410,2
光觸,24024976,2
培養皿,3971006,2
有效性,4057265,2
致癌物,3994230,2
源頭,3027820,2
遮光罩,3218280,2
湊到,3014930,2
三月份,3238779,2
白天,3804297,2
産地,3682518,2
解法,3089760,2
愛爾蘭,14378056,2
硬式,5811560,2
拍到,3486987,2
九成,3004130,2
飛揚,3004880,2
柚木,1742910,2
類比,1844747,2
調音,1720970,2
多達,1795560,2
前緣,52040,2
牆角,45440,2
申請號,4948170,2
雪花,12280400,2
防汙,112520,2
飯盒,9224453,2
油皂,6133241,2
捲收,10108148,2
霧白,6508042,2
袋友,10108148,2
白金級,7014739,2
水煮,6709117,2
托特包,12960621,2
風潮,6576491,2
炸物,6052161,2
櫸木,6003195,2
起源,5989501,2
阿公,3559390,2
單鍵,4701257,2
大推,3468680,2
感恩,3464548,2
寫下,3219798,2
套卡,2523428,2
英文版,3916883,2
圖鑑,5514368,2
年輕人,2314298,2
感性,2298818,2
更少,2303998,2
有所,2294078,2
輸入源,1604932,2
擴大機,335410,2
腳步聲,2041088,2
超低,472460,2
簡易性,244220,2
翻譯機,11212690,2
峰值,118156,2
傳入,289340,2
內崁,2085253,2
間斷,62840,2
身歷其境,225272,2
接軌,104460,2
生祥,810136,2
旗山,727096,2
發發,3194774,2
作畫,786604,2
掛號,745666,2
有夠,729270,2
呼籲,332045,2
毒品,276780,2
手續費,262880,2
嘉年華,910130,2
同意書,310100,2
跟進,253780,2
禁忌,321080,2
普世,367268,2
車門,2416950,2
消炎,877680,2
人身,263730,2
律師,20950583,2
錯誤,310100,2
宣布,973646,2
盛大,668176,2
散播,533091,2
匯聚,253780,2
近年,359592,2
學園,148960,2
社長,53160,2
讀書會,1946060,2
出路,544495,2
金幣,227820,2
世界觀,186949,2
國籍,784280,2
百合花,173080,2
吸血鬼,1985420,2
寒暑假,544160,2
偷竊,36160,2
圖板,2416900,2
會長,116360,2
回去,58760,2
學識,70220,2
進行,249460,2
瓷磚,3466020,2
馬賽克,7970570,2
耳針,3378900,2
花火,3671270,2
革新,6740148,2
色票,3288420,2
臺灣人,3496752,2
帶動,3297420,2
虛寶,203735,2
火箭,312202,2
功能型,443291,2
降落,5204614,2
縣市,82753,2
糧食,1263653,2
所屬,88953,2
唐草,268560,2
日規,682824,2
執行長,2121800,2
鳶尾花,512454,2
扶植,289040,2
截止,307342,2
保有,3208328,2
評價,305377,2
紙盆,429547,2
機艙,518307,2
配戴感,1396604,2
封閉式,144097,2
絕無僅有,261983,2
少有,237888,2
扭曲,1699069,2
漏接,3778197,2
歡唱,130820,2
含運,168690,2
包廂,130820,2
臨場感,1317090,2
燕聲,146471,2
渾厚,379550,2
迴音,130820,2
擴音,123494,2
樓上,151820,2
朋友們,193058,2
吵到,468310,2
團購組,197320,2
會議室,173298,2
司機,262660,2
保守,216454,2
密切,175594,2
形式,166414,2
視務所,305610,2
開闊,6517683,2
耐聽,3939870,2
電視機,1013570,2
超乎,340220,2
聽感,3074320,2
風範,2341063,2
塗改,342490,2
路人,1500373,2
不錯,2145190,2
新歌,399350,2
情人節,708800,2
聯誼,1161105,2
女女,6827740,2
心跳,497550,2
慾望,1278146,2
非賣品,162770,2
游移,1398275,2
情境式,229581,2
愛戀,252874,2
拍完,427360,2
記起,291245,2
心碎,223400,2
歌單,181200,2
紫外燈,464728,2
酸甜苦辣,218556,2
松山區,2701960,2
消逝,231018,2
黑豹,587628,2
我方,114009,2
墨西哥,3580100,2
水蒸氣,3428690,2
組合價,91718,2
被保險人,932440,2
內文,218950,2
逾期,400250,2
日後,137810,2
中焙,109400,2
刁鑽,6210305,2
雜味,21920850,2
疑惑,176892,2
智造所,478510,2
變速,304260,2
沖煮出,1460830,2
愉悅感,4159851,2
儀式感,723220,2
和諧,292430,2
饗宴,319980,2
銅管,641330,2
環安,21988694,2
貼合度,530760,2
一剎那,479494,2
層層,537890,2
快慢,1839920,2
綿長,292920,2
衣索比亞,1126450,2
裝修,115488,2
人情,63700,2
整建,78781,2
店貓,127008,2
小柴,347655,2
大通,233710,2
紅綠燈,5440,2
景氣,40200,2
整修,13950796,2
南港區,2500,2
巷弄,63700,2
步道,145670,2
樂意,1044833,2
沒落,4300814,2
一樓,123520,2
特別色,360378,2
水草,220438,2
皇冠,545020,2
側裙,8648359,2
玩賞,404518,2
豐富,189748,2
異業,11746085,2
素人,875640,2
接力,40900,2
漁人,121680,2
路徑,146448,2
近拍,1652435,2
霍爾,6792805,2
歌劇,554641,2
貝多芬,174077,2
城堡,2825020,2
小馬,1691940,2
名曲,554641,2
卡農,25440740,2
柴可夫斯基,554641,2
芭蕾舞劇,554641,2
哈利波特,2825020,2
小夜曲,554641,2
蕭邦,174077,2
抱抱,42849,2
宮崎駿,125240,2
道別,82658,2
協奏曲,174077,2
木片,1271300,2
愛麗絲,140640,2
宅急,204100,2
情書,1576903,2
療效,13133135,2
手心,539634,2
兒時,1271300,2
資價,1634879,2
用心,14430,2
救災,307049,2
詳解,579399,2
不鏽,1723159,2
餐具組,11608575,2
無所不在,249349,2
使用到,782189,2
到位,1824019,2
檢視,420922,2
碧蔓舒,1167900,2
雪肌,600320,2
偽妝棒,1167900,2
卸洗,1167900,2
脫妝,1167900,2
孤單,581300,2
均質,610610,2
角鯊烷,1167900,2
吉拉索,1167900,2
白化,629250,2
洗卸,648240,2
過夜,751961,2
鹽分,557250,2
著色,748101,2
春分,12433820,2
湯圓,15470162,2
大寒,12828612,2
小寒,12828612,2
春聯,12721495,2
暖色,12667620,2
鹿角,12247450,2
芒種,16848131,2
西瓜,12244243,2
白露,12300440,2
柿子,12340772,2
神獸,12351440,2
蓮藕,12302485,2
露水,12664740,2
草木,13243265,2
燕子,12402410,2
霜降,12300440,2
增多,12305500,2
刀子,13175126,2
石墨黑,16019943,2
大同路,11400399,2
整合型,469800,2
程式化,93820,2
勾掛,697485,2
斷線,512915,2
空閒,51520,2
工業化,53980,2
過濾器,99025,2
設定值,94031,2
帝國,828940,2
野遊,852390,2
西非,1123368,2
泥漿,1592631,2
包底,692340,2
解鎖款,1123368,2
布爾丹,1123368,2
掛布,7558610,2
西部,611670,2
村落,651740,2
北非,681165,2
汁液,2319490,2
拉環,5778122,2
斜紋布,3929864,2
順應,4204208,2
加州,3911602,2
得力,4083312,2
天鵝絨,6198542,2
機動性,4371592,2
業主,233590,2
板面,7571430,2
木油,300200,2
傾斜度,1706630,2
蜂蠟,647986,2
黑鐵,372035,2
原礦,620241,2
凝視,316491,2
盡力,257560,2
專員,1006590,2
人為,419062,2
冰冷,275485,2
損耗,257560,2
機密,377125,2
雙接頭,897352,2
下屬,870185,2
剪貼,513385,2
工作區,4490605,2
拖曳,116715,2
剪下,546744,2
美元,119735,2
命名,223367,2
神祇,11923341,2
希臘,245192,2
預定,187452,2
戰神,304852,2
季票,423552,2
保安,287362,2
雅典娜,858572,2
驅除,1863972,2
查驗,990092,2
抗風,4217470,2
撥水性,3919388,2
桿身,2788812,2
劣化,2181890,2
曜石,930990,2
公正,1028448,2
為止,1299330,2
磚塊,1011280,2
推入,945160,2
防雨套,6996348,2
舊版,6962396,2
黑色款,8895945,2
電腦層,6955592,2
外口袋,7109752,2
色款,6963872,2
雙股,7002372,2
軍用,8820402,2
隨性,6913832,2
剩下,7007922,2
穿梭,6905492,2
合身型,7632454,2
人字紋,6956304,2
推上,7011042,2
刷新,6887792,2
天内,6956191,2
黑色素,1729697,2
隔絕,2083472,2
開傘,3962327,2
暗沉,1747384,2
專科,2311400,2
輕量版,2885636,2
福懋興業,4072180,2
光能,32234770,2
黃光,1842839,2
晴雨,4691928,2
品檢,1807781,2
最好,1711470,2
曲風,1589370,2
入座,115550,2
幕前,80000,2
劇場人,17700,2
充氣枕,2544350,2
中鋼,5256620,2
掛帶,420606,2
壓縮袋,508108,2
預購版,292860,2
配比,228860,2
小好,2492304,2
包邊,248216,2
塊狀,697075,2
細繩,48555,2
成型品,48555,2
小型品,48555,2
醫療業,48555,2
繩帶來,48555,2
扣一,48555,2
鉤住,48555,2
按壓鈕,48555,2
牢固給,48555,2
不掛耳,48555,2
口罩用,48555,2
臉形,48555,2
扣掛,48555,2
餐飲業,48555,2
配帶,48555,2
限有,48555,2
施力點,48555,2
業者,46405,2
誕生,1313265,2
抬頭,78065,2
著手,46750,2
不同於,4692422,2
初衷,1847605,2
融合,76585,2
具象,59062,2
層面,429892,2
說謊,125612,2
辯證,193457,2
三號,56012,2
村子,119512,2
超現實,720489,2
虛實,63362,2
兄妹,82012,2
轉譯,86562,2
大門,788185,2
週一,767237,2
募資案,915015,2
養老,2828985,2
老老,787785,2
村里,789135,2
自費,2085871,2
挨餓,915985,2
送出,835850,2
黑糖,2783683,2
精萃,314912,2
舒膚,304720,2
甜菜鹼,342963,2
打底,352277,2
光采,277630,2
胡椒,1139840,2
細紋,319994,2
追憶,20847103,2
編導,412032,2
自卑,214579,2
身份,150300,2
成熟,1637920,2
中年,100050,2
中庸,78640,2
概念性,17280,2
袋包,5059770,2
期許,234904,2
年幼,533788,2
凡事,101960,2
豐盈,161129,2
無畏,15300,2
籌措,3510728,2
輔以,82380,2
不忘,441850,2
一陣子,31090,2
樂觀,161129,2
個體,71300,2
襯托,26450,2
實質,271970,2
西方,458500,2
謹慎,411121,2
收穫,2778459,2
呈現給,332122,2
收容所,1204760,2
棄養,1051532,2
攻擊性,958990,2
義肢,948090,2
藏青,2309540,2
防衛,1151010,2
驚人,1373855,2
問題,1010662,2
主包,1953913,2
網料,1834063,2
攝影包,2923833,2
揹帶,1805893,2
胸包,28458503,2
洗包,2233901,2
護具,4063507,2
貼背,1832383,2
大開口,4160203,2
映後,891840,2
座談,891840,2
報到,660550,2
愛愛,799600,2
舞台車,663347,2
偏執,887450,2
草創,662950,2
秀泰,722106,2
出品,1998867,2
眼淚,757850,2
後退,205391,2
聚集,522674,2
渴望,137339,2
價值觀,85675,2
取決,275727,2
漫無目的,153385,2
盈利,74409,2
表白,29889,2
茶花,16368109,2
棋盤,556419,2
過關,125429,2
結成,266469,2
推銷,175258,2
比價,26913,2
地主,111500,2
移植,259289,2
守住,107500,2
得知,100700,2
留在,981428,2
鄉土,227669,2
底氣,113120,2
市政府,105890,2
集體,130680,2
見證,1305263,2
好包,26818646,2
對角線,26989612,2
快調,27286190,2
絲網,26705240,2
裝下,27670422,2
自創曲,128220,2
唱進,363970,2
天母店,242428,2
天母,121470,2
避風港,155829,2
取暖,1080330,2
劇照,204970,2
新光三越,2502100,2
體悟,122320,2
航向,1045805,2
成為,167670,2
站上,119420,2
真摯,533620,2
共鳴,867580,2
歷程,117420,2
人心,126703,2
多久,300136,2
桌夾式,1440578,2
線槽,771408,2
腳麻,2914898,2
整線,1685888,2
整理術,552011,2
適用性,365738,2
拔起,428269,2
掉到,1151638,2
通用性,2224928,2
設計力,511567,2
疑難雜症,3188684,2
悲劇,446169,2
適度,1137438,2
解答,409438,2
巧思,377777,2
考慮,11118926,2
蠟筆,537240,2
分組,1041640,2
提問,7476510,2
酷藝師,1132350,2
湯湯,1031123,2
鋼鐵,1033538,2
冷熱,25021968,2
格調,1269513,2
冷凍庫,1180188,2
看錯,6880821,2
碎裂,1337508,2
私密肌,218580,2
它牌,4365433,2
打轉,281506,2
平成,849980,2
菌叢,282054,2
防禦力,153848,2
電子秤,8510960,2
磨刀器,21147478,2
竹材,10009280,2
消毒燈,7760697,2
熟食,7787399,2
盎司,7412972,2
做菜,15804174,2
超早鳥,7347780,2
新聞網,8500530,2
王阿達,13425442,2
廣受,7550820,2
一板,9887000,2
生肉,9382680,2
碟子,7369150,2
多功能鍵,4332150,2
馬卡龍,3774333,2
瑞昱,4906927,2
掛斷,4332150,2
藍牙耳機,4682640,2
拒接,4332150,2
充電式,3706791,2
杜比,5209392,2
英尺,6206860,2
萌萌,3650430,2
持久續,28029153,2
按鍵式,3644260,2
調小,4615410,2
奶油白,3842534,2
原聲,3683814,2
電約,3696728,2
低功,3708870,2
算法,3829732,2
散景,3425833,2
轉接環,2895811,2
片幅,3425833,2
底片,1089699,2
備有,2043733,2
黑銅,1427203,2
帶來,1142565,2
忠於,1080133,2
對焦環,2895811,2
心形,1165833,2
進階版,1978843,2
基本款,1276059,2
塔羅,78976,2
塔羅牌,78976,2
水瓶座,895153,2
善於,1308815,2
雙魚座,895153,2
雙子座,895153,2
獅子座,895153,2
天秤座,895153,2
占卜,599840,2
金牛座,895153,2
巨蟹座,895153,2
射手座,895153,2
處女座,895153,2
狩獵,203612,2
天蠍座,895153,2
豐收,228400,2
把握,172458,2
足量,472014,2
腥味,124394,2
三胜肽,123304,2
營養品,356524,2
調整到,162084,2
顯著,1824324,2
做出,574025,2
雞精,4352331,2
潮濕處,219864,2
氣炸鍋,1997914,2
玻璃門,1362514,2
肉乾,1033108,2
加熱管,1089024,2
內膽,3145206,2
配件組,2027014,2
披薩,1036014,2
烤盤,1089024,2
米其林,3070954,2
閃充,10319475,2
變焦,2978597,2
求救,2829810,2
追撞,2600140,2
導軌,2495740,2
保護板,2497439,2
雙接口,3658430,2
防身,2531340,2
存放,4794752,2
大樓,2496740,2
國道,2496740,2
街拍,6138005,2
扳手,6518275,2
左手,7358080,2
金鋼,6898505,2
遞延,6120302,2
天侯,6120302,2
好拍,6387165,2
自拍桿,30982885,2
自拍棒,6122545,2
直放,8158058,2
手托,3554612,2
駝背,4016522,2
腰痠,4691589,2
擺脫,3668252,2
筆電包,9543696,2
工作站,4638652,2
負擔,3805542,2
穩妥,6086684,2
輕裝,3671902,2
上陣,3513632,2
摔傷,3487582,2
工學,4553159,2
差異,3491532,2
海鷗,2654406,2
單錶,2615620,2
自動盤,5486780,2
錶框,2315872,2
腐蝕性,2267818,2
堅強,4041940,2
半圓形,2310570,2
刻痕,2620896,2
定製,2685940,2
超聲波,2383940,2
易讀,3411030,2
買得起,2819640,2
盡收眼底,2418153,2
好書,4693940,2
暮色,4042229,2
秒變,3433969,2
折痕,3686605,2
變為,4629819,2
特瓶,3497129,2
浸潤,7363269,2
直橫,15927678,2
族人,132160,2
眼神,88200,2
馬祖,324440,2
梅花鹿,535186,2
滿版,298320,2
森活,186020,2
周日,131172,2
淡水區,241801,2
陶淵明,692882,2
彩印,131510,2
壁畫,128120,2
站點,327346,2
走法,4328616,2
假日,38116,2
解開,183276,2
前所未有,5541021,2
燈箱,448296,2
謎題包,20136,2
去世,190436,2
走失,603742,2
枯竭,2448256,2
互動性,23636,2
蹤影,26786,2
循序漸進,949012,2
閉合,484960,2
水槽,439930,2
雙軌,805680,2
握住,1185840,2
鼻涕,7260301,2
長久,432870,2
經手,988442,2
天時,584720,2
隔壁,649593,2
塞入,2274011,2
幅度,1104970,2
記錄器,2003370,2
錄像,336506,2
橫滾,339262,2
碼流,2003370,2
螺母,190565,2
矽電晶,5549355,2
趨勢,7237805,2
導電,5549355,2
線組,5551858,2
轉接線組,5629785,2
萬摩,12531555,2
笨重,5978405,2
祖孫,88100,2
通信,72940,2
拍打,920340,2
外籍,151388,2
種菜,253580,2
無線電,72940,2
輪椅,254001,2
元智,58200,2
文化局,55290,2
勒痕,364021,2
黑灰,190616,2
杯型,214710,2
蜂巢燈,8468453,2
腰枕,12563070,2
木扶手,8468453,2
板凳,8468453,2
一二三四五六日,3169826,2
生活感,2961760,2
曲木,3096100,2
愛玉,357240,2
拿鐵,706970,2
醬汁,350985,2
高架,440456,2
象山,1186720,2
崇德街,316960,2
公館,311890,2
建國,421710,2
好料,756549,2
焦糖,437330,2
市立,8753338,2
微縮,6934200,2
擦拭布,6482782,2
啞鈴,5070600,2
多功能性,4728634,2
濺水,4856190,2
聯繋,5000410,2
包起來,4810600,2
原點,4796333,2
特約,4750850,2
口紅,8515990,2
文宣,254850,2
茶會,215450,2
使用表,150485,2
車殼,1876053,2
當機,2245401,2
熄火,1858120,2
防竊,2102186,2
空轉,23672730,2
車行,1876053,2
星光級,7433900,2
調降,11400485,2
件數,2684047,2
提示燈,3408280,2
嚴密,18113160,2
上路,1885280,2
純素,330450,2
通風處,230010,2
份量感,5334221,2
沐浴球,227016,2
廢角質,251770,2
絲瓜,2506172,2
抹茶,329810,2
汙垢,1208060,2
中和,508870,2
粉刺,330450,2
廚刀,15854478,2
鋒利,15854478,2
高碳鋼,15854478,2
三德刀,15854478,2
主廚刀,15854478,2
人價,14016209,2
主揪,15076498,2
魚肉,20583361,2
迷路,94220,2
獨裁,1156700,2
東南,5081658,2
材料費,84200,2
跨域,264605,2
人事費,313000,2
迷失,179000,2
發展出,592128,2
部門,56200,2
直覺化,12226228,2
熒幕,13136188,2
體驗式,10753588,2
修圖,10831406,2
創始人,11119228,2
設定為,12466638,2
步進,16436305,2
鍵位,10984288,2
延伸出來,11065116,2
品質感,11539088,2
予約,10757238,2
底側,293631,2
飛機輪,1706842,2
天使心,284611,2
學歷,765846,2
煞車輪,1807003,2
自理,389311,2
顯現,354443,2
藍燈,1340460,2
艾美特,3367103,2
頸掛,1500350,2
發證,4956480,2
皆宜,3674725,2
拉風扇,1987635,2
邊用,2200878,2
制程,3367103,2
彙聚,3367103,2
單寬,322680,2
巧薄型,322680,2
內鏡片,322680,2
刻意性,322680,2
蒸霧,322680,2
網膜層,322680,2
散霧氣,322680,2
粉銀,322680,2
紅金,322680,2
黑綠,322680,2
黑藍,322680,2
黑粉,322680,2
黑水藍,322680,2
處方箋,322680,2
去眼科,322680,2
大道化,322680,2
網膜,322680,2
密布,322680,2
濾光孔,322680,2
投射到,322680,2
耐磨好,322680,2
抗禦,322680,2
長期性,322680,2
亮部,322680,2
散霧,322680,2
副配,322680,2
軸度,322680,2
配鏡,322680,2
炫漆,322680,2
請查,322680,2
看問,322680,2
離不開,322680,2
視物,322680,2
清況,322680,2
黑銀,322680,2
眼科,322680,2
眼鏡店,322680,2
奔忙,322680,2
直營店,322680,2
健行路,322680,2
不可能,322680,2
光波,2013908,2
青光眼,30120,2
非球面,149520,2
體檢,74120,2
黃斑部,149520,2
偷走,1913591,2
財物,477140,2
聚乙烯,70188,2
吊牌,1088060,2
耐磨性,10469244,2
石頭,30605813,2
微塵,6286400,2
短毛,9487371,2
蟎刷,9487371,2
軟絨,9487371,2
微晶片,6826595,2
除蟎率,7091360,2
壁掛式,10503698,2
穩定性,6261003,2
強韌性,5915217,2
調查處,6883649,2
柔韌性,6032746,2
試製,11956361,2
主編,8141660,2
虛構,1240890,2
對白,1200890,2
腳本,1688778,2
作家,12727437,2
來自,1204640,2
控訴,1220290,2
歷史系,1170840,2
出獄,1405780,2
小說家,1170490,2
創刊號,8141660,2
創傷,1248508,2
敘事,1300480,2
嚴選,2275670,2
耍廢,7035062,2
下床,7084262,2
忘東忘西,7342790,2
蝙蝠俠,7033547,2
上限,8115552,2
貓草,193340,2
餐盤,6313,2
乒乓球,8855905,2
貓主,336400,2
橡木,103951,2
低甲醛,21000,2
矗立,9970,2
素雅,558720,2
呆板,1388990,2
